2026-05-11T03:11:49.104743700,32.50,65.00,12.00,Sunny
2026-05-11T03:11:49.104743700,31.00,70.00,15.00,Cloudy
2026-05-11T03:11:49.104743700,28.50,85.00,20.00,Rainy
2026-05-11T03:11:49.104743700,33.00,60.00,10.00,Sunny
2026-05-11T03:11:49.104743700,30.00,75.00,14.00,Clear
2026-05-11T03:11:49.105748800,27.24,76.90,35.91,Sunny
2026-05-11T03:11:51.122636,32.02,82.93,23.75,Clear
2026-05-11T03:11:53.126641400,23.72,37.47,41.45,Sunny
2026-05-11T03:13:39.511056900,32.50,65.00,12.00,Sunny
2026-05-11T03:13:39.511056900,31.00,70.00,15.00,Cloudy
2026-05-11T03:13:39.511056900,28.50,85.00,20.00,Rainy
2026-05-11T03:13:39.511056900,33.00,60.00,10.00,Sunny
2026-05-11T03:13:39.512066500,30.00,75.00,14.00,Clear
2026-05-11T03:13:54.516638600,32.50,65.00,12.00,Sunny
2026-05-11T03:13:54.516638600,31.00,70.00,15.00,Cloudy
2026-05-11T03:13:54.516638600,28.50,85.00,20.00,Rainy
2026-05-11T03:13:54.516638600,33.00,60.00,10.00,Sunny
2026-05-11T03:13:54.516638600,30.00,75.00,14.00,Clear
2026-05-11T03:13:55.956213100,28.00,89.00,10.00,Partly cloudy
2026-05-11T03:18:35.756396900,32.50,65.00,12.00,Sunny
2026-05-11T03:18:35.756396900,31.00,70.00,15.00,Cloudy
2026-05-11T03:18:35.756396900,28.50,85.00,20.00,Rainy
2026-05-11T03:18:35.756396900,33.00,60.00,10.00,Sunny
2026-05-11T03:18:35.756396900,30.00,75.00,14.00,Clear
2026-05-11T03:18:36.696758700,30.00,48.00,13.00,Clear
